order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amount
71,950,1,Scanner,San Antonio,2023-06-29,2,49.26
65,946,7,Mouse,Chicago,2022-02-20,1,63.98
61,839,4,Laptop,San Diego,2021-04-11,6,37.6
63,885,4,Tablet,Philadelphia,2024-05-12,7,69.93
76,926,3,Headphones,Los Angeles,2021-11-06,2,65.76
79,625,6,Webcam,New York,2021-11-17,7,56.76
9,679,10,Scanner,Chicago,2022-05-17,9,30.83
100,615,6,Laptop,Los Angeles,2022-05-10,6,63.94
30,540,5,Mouse,Chicago,2024-08-26,1,62.7
70,704,7,Headphones,San Antonio,2024-09-06,6,46.81
25,157,4,Mouse,Los Angeles,2021-07-15,6,71.89
83,759,5,Tablet,San Diego,2021-07-31,5,30.37
70,280,10,Tablet,Phoenix,2025-09-09,6,33.25
67,526,3,Monitor,New York,2024-02-05,7,15.98
23,140,5,Scanner,Los Angeles,2022-01-07,7,65.32
34,60,10,Tablet,Houston,2022-02-14,10,30.74
25,668,9,Smartphone,San Diego,2022-02-26,6,57.79
68,192,2,Webcam,Chicago,2023-08-13,3,28.59
69,605,1,Scanner,Dallas,2024-04-14,1,31.92
53,296,7,Printer,Dallas,2025-01-16,4,28.68
77,423,5,Scanner,Chicago,2022-05-13,3,68.63
83,714,10,Printer,Philadelphia,2022-07-24,5,25.96
13,669,8,Tablet,San Antonio,2023-03-04,2,54.9
88,525,6,Monitor,Dallas,2025-10-14,5,53.7
13,476,1,Printer,Houston,2024-04-30,7,21.2
71,269,10,Headphones,San Jose,2021-06-08,8,40.26
16,545,9,Monitor,Chicago,2021-07-22,3,57.54
5,728,5,Keyboard,San Jose,2022-03-28,8,12.42
27,793,9,Webcam,San Antonio,2023-03-14,3,25.43
92,877,3,Monitor,Los Angeles,2022-03-09,5,60.84
57,72,9,Scanner,San Jose,2022-09-10,9,24.94
11,495,9,Tablet,Phoenix,2021-04-03,4,55.2
85,840,7,Webcam,Chicago,2021-09-30,6,29.73
97,374,9,Monitor,New York,2022-03-08,8,11.6
98,399,1,Tablet,San Jose,2022-11-23,4,34.62
13,934,10,Laptop,Phoenix,2022-04-28,2,22.8
87,862,8,Smartphone,San Antonio,2024-04-09,5,25.65
85,878,7,Scanner,New York,2022-10-14,10,43.8
96,153,3,Mouse,Dallas,2025-05-02,6,25.8
68,191,4,Tablet,Philadelphia,2023-06-08,9,26.85
61,118,2,Mouse,Houston,2022-09-30,6,67.83132426817849
80,902,6,Headphones,San Antonio,2022-03-23,10,61.54
40,300,1,Printer,Philadelphia,2021-08-08,8,31.9
3,738,7,Mouse,San Diego,2023-02-11,8,25.83
3,242,6,Keyboard,Dallas,2025-10-12,1,62.53
51,755,7,Laptop,Los Angeles,2023-05-19,5,12.36
13,586,6,Webcam,New York,2025-07-24,4,70.63
48,987,7,Monitor,Los Angeles,2023-04-23,7,47.55
97,471,2,Webcam,Philadelphia,2024-02-11,10,14.51
7,561,2,Laptop,San Diego,2023-04-22,10,52.86
21,969,10,Laptop,Chicago,2025-03-11,2,46.63
3,207,9,Tablet,San Antonio,2025-03-12,8,66.2
39,893,2,Webcam,San Antonio,2025-12-09,9,23.68
